18886,42,26,36,2,0,5,0.0032,1.8279,0.3291,0.0167,242.24,15.67,0.72,0.1,0.08,740,69,44,68,5,0,9,0.1914,1.8802,0.9858,0.0849,858.41,16.49,0.62,21.82,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18886,42,26,36,2,0,5,0.0032,1.8279,0.3291,0.0167,242.24,15.67,0.72,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,111,33,72,2,1,11,0.4088,1.7745,2.997,0.0795,5306.81,16.24,0.26,0.0,0.0,964,123,105,156,10,1,23,0.4252,1.7262,1.9676,0.0027,37.8,1.71,0.27,0.0,0.0,0.6557692307692308
18886,42,26,36,2,0,5,0.0032,1.8279,0.3291,0.0167,242.24,15.67,0.72,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18886,42,26,36,2,0,5,0.0032,1.8279,0.3291,0.0167,242.24,15.67,0.72,0.1,0.08,740,69,44,68,5,0,9,0.1914,1.8802,0.9858,0.0849,858.41,16.49,0.62,21.82,0.0,441,111,33,72,2,1,11,0.4088,1.7745,2.997,0.0795,5306.81,16.24,0.26,0.0,0.0,964,123,105,156,10,1,23,0.4252,1.7262,1.9676,0.0027,37.8,1.71,0.27,0.0,0.0,0.5488461538461539
18886,42,26,36,2,0,5,0.0032,1.8279,0.3291,0.0167,242.24,15.67,0.72,0.1,0.08,740,69,44,68,5,0,9,0.1914,1.8802,0.9858,0.0849,858.41,16.49,0.62,21.82,0.0,441,111,33,72,2,1,11,0.4088,1.7745,2.997,0.0795,5306.81,16.24,0.26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18886,42,26,36,2,0,5,0.0032,1.8279,0.3291,0.0167,242.24,15.67,0.72,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,123,105,156,10,1,23,0.4252,1.7262,1.9676,0.0027,37.8,1.71,0.27,0.0,0.0,0.49615384615384617
18886,42,26,36,2,0,5,0.0032,1.8279,0.3291,0.0167,242.24,15.67,0.72,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18886,42,26,36,2,0,5,0.0032,1.8279,0.3291,0.0167,242.24,15.67,0.72,0.1,0.08,740,69,44,68,5,0,9,0.1914,1.8802,0.9858,0.0849,858.41,16.49,0.62,21.82,0.0,441,111,33,72,2,1,11,0.4088,1.7745,2.997,0.0795,5306.81,16.24,0.26,0.0,0.0,964,123,105,156,10,1,23,0.4252,1.7262,1.9676,0.0027,37.8,1.71,0.27,0.0,0.0,0.6196153846153846
18886,42,26,36,2,0,5,0.0032,1.8279,0.3291,0.0167,242.24,15.67,0.72,0.1,0.08,740,69,44,68,5,0,9,0.1914,1.8802,0.9858,0.0849,858.41,16.49,0.62,21.82,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,123,105,156,10,1,23,0.4252,1.7262,1.9676,0.0027,37.8,1.71,0.27,0.0,0.0,18886,42,26,36,2,0,5,0.0032,1.8279,0.3291,0.0167,242.24,15.67,0.72,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,111,33,72,2,1,11,0.4088,1.7745,2.997,0.0795,5306.81,16.24,0.26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4888461538461539
18886,42,26,36,2,0,5,0.0032,1.8279,0.3291,0.0167,242.24,15.67,0.72,0.1,0.08,740,69,44,68,5,0,9,0.1914,1.8802,0.9858,0.0849,858.41,16.49,0.62,21.82,0.0,441,111,33,72,2,1,11,0.4088,1.7745,2.997,0.0795,5306.81,16.24,0.26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18886,42,26,36,2,0,5,0.0032,1.8279,0.3291,0.0167,242.24,15.67,0.72,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,123,105,156,10,1,23,0.4252,1.7262,1.9676,0.0027,37.8,1.71,0.27,0.0,0.0,0.6365384615384616
18886,42,26,36,2,0,5,0.0032,1.8279,0.3291,0.0167,242.24,15.67,0.72,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,123,105,156,10,1,23,0.4252,1.7262,1.9676,0.0027,37.8,1.71,0.27,0.0,0.0,18886,42,26,36,2,0,5,0.0032,1.8279,0.3291,0.0167,242.24,15.67,0.72,0.1,0.08,740,69,44,68,5,0,9,0.1914,1.8802,0.9858,0.0849,858.41,16.49,0.62,21.82,0.0,441,111,33,72,2,1,11,0.4088,1.7745,2.997,0.0795,5306.81,16.24,0.26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6180769230769231
18886,42,26,36,2,0,5,0.0032,1.8279,0.3291,0.0167,242.24,15.67,0.72,0.1,0.08,740,69,44,68,5,0,9,0.1914,1.8802,0.9858,0.0849,858.41,16.49,0.62,21.82,0.0,441,111,33,72,2,1,11,0.4088,1.7745,2.997,0.0795,5306.81,16.24,0.26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18886,42,26,36,2,0,5,0.0032,1.8279,0.3291,0.0167,242.24,15.67,0.72,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,123,105,156,10,1,23,0.4252,1.7262,1.9676,0.0027,37.8,1.71,0.27,0.0,0.0,0.6038461538461539
18886,42,26,36,2,0,5,0.0032,1.8279,0.3291,0.0167,242.24,15.67,0.72,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18886,42,26,36,2,0,5,0.0032,1.8279,0.3291,0.0167,242.24,15.67,0.72,0.1,0.08,740,69,44,68,5,0,9,0.1914,1.8802,0.9858,0.0849,858.41,16.49,0.62,21.82,0.0,441,111,33,72,2,1,11,0.4088,1.7745,2.997,0.0795,5306.81,16.24,0.26,0.0,0.0,964,123,105,156,10,1,23,0.4252,1.7262,1.9676,0.0027,37.8,1.71,0.27,0.0,0.0,0.6734615384615383
18886,42,26,36,2,0,5,0.0032,1.8279,0.3291,0.0167,242.24,15.67,0.72,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,123,105,156,10,1,23,0.4252,1.7262,1.9676,0.0027,37.8,1.71,0.27,0.0,0.0,18886,42,26,36,2,0,5,0.0032,1.8279,0.3291,0.0167,242.24,15.67,0.72,0.1,0.08,740,69,44,68,5,0,9,0.1914,1.8802,0.9858,0.0849,858.41,16.49,0.62,21.82,0.0,441,111,33,72,2,1,11,0.4088,1.7745,2.997,0.0795,5306.81,16.24,0.26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5226923076923077
