26.81846386,90272,1.536100174,39.87709448,18.99834155,505.4066959,610.8116499,1.76E-06,0.276607471,1.00594,0.2797,0,0.749431065,0.0415625,0.026026142,7.29E-05,21.53191692,262890,1.311937145,1833822032,13.82040317,86.24592281,156.2592602,2.761082533,0.703069047,0.97414,0.2022,0,0.891261618,0.07140625,0.006532076,0.001982183,0.29305534
27.11777586,489,1.548412346,48.31742662,29.34512672,494.6927692,701.7918801,2.027244515,0.233861494,1.00594,0.2797,0,0.737562728,0.03921875,0.027547701,7.29E-05,20.52059434,304264,1.593444249,47.58385255,12.61381717,98.39999007,154.3503156,2.792956273,0.554975029,0.97414,0.2022,0,0.787736809,0.07203125,0.010724159,0.001982183,0.29305534
24.80726576,29192,1.307793349,46.9808998,29.44993591,524.828187,677.2977285,1.936726621,0.196116442,1.00594,0.2797,0,0.958616231,0.04,0.028147536,7.29E-05,20.29877172,574652,1.219443925,51.67327262,13.03793979,92.49765665,148.250323,2.641160404,0.498021065,0.97414,0.3238,0,0.830847313,0.07890625,0.012059044,0.001982183,0.233968346
26.16715479,567,1.620346545,45.98880072,29.17015881,531.7451238,652.226029,2.163660345,0.276881925,1.02927,0.3796,0,0.747501629,0.0396875,0.027599159,7.29E-05,16.03799044,149161,0.904121966,60.04887633,19.56506357,117.0934045,169.1720426,2.710853115,0.333733841,0.97414,0.3238,0,0.772727796,0.08109375,0.014724684,0.001982183,0.199757012
28.52355423,424,2.012282389,47.18340132,25.23360488,466.7387458,734.0466284,1.891289872,0.306359471,1.02927,0.3796,0,0.643850528,0.0384375,0.026693209,7.29E-05,24.02520135,53542,0.929435668,62.39881357,30.58824962,135.7303103,180.8508136,3.503434534,0.832416532,0.97414,0.3238,0,0.759034015,0.0878125,0.012636719,0.006124722,0.199757012
23.01123271,111243,1.435385943,48.21643105,25.45863513,481.3147635,625.1272151,1.934283206,0.23695568,1.02927,0.3796,0,0.808734062,0.040625,0.023674504,7.29E-05,22.94232265,104105,1.014413955,44.02858222,23.58483015,129.0776692,170.8099644,2.279494385,0.40199964,1.0404,0.5225,0,0.927535261,0.0771875,0.012520658,0.006124722,0.167152804
27.50600308,475,1.570987362,43.44240359,27.04854684,507.8429774,651.8340058,1.917711393,0.231552386,1.0432,0.4486,0,0.802600428,0.04109375,0.027473708,7.29E-05,23.61617509,235264,1.28119317,52.01050833,18.33141341,107.3113738,164.7252341,2.591231062,0.440061797,1.0404,0.5225,0,0.962498965,0.08890625,0.012492488,0.006124722,0.189082615
26.84281913,8272,1.947957655,43.92806891,27.59748772,496.2127882,622.7699642,2.143882604,0.297659987,1.0432,0.4486,0,0.911959459,0.03984375,0.027333609,7.29E-05,22.54591326,335472,1.45642917,41.33944871,14.14753437,88.52412501,133.1560574,2.687528944,0.46685273,1.0404,0.5225,0,0.922872698,0.08328125,0.012327599,0.006636971,0.189082615
29.75553127,437,1.830901225,43.80865494,28.03483926,473.6147662,646.8743937,2.011388545,0.766496265,1.0432,0.4486,0,0.554302129,0.03875,0.026132437,7.29E-05,53.09926802,211,1.821439573,402.6562877,3.65218277,77.51039452,94.55255025,105.0448248,0.019806839,1.0404,0.5225,0,0.191757208,0.0828125,0.014716797,0.006636971,0.257349147
29.63577548,450,1.901050829,45.72946814,28.08150295,466.5374558,607.0070156,1.983663491,0.334483859,1.0261,0.5288,0,0.693095182,0.0409375,0.025131836,7.29E-05,55.4035653,177,2.088979897,399.3284135,6.458182436,91.56679819,117.5340008,111.3119663,0.018763051,1.01369,0.6894,0,0.169112515,0.086875,0.012217172,0.006636971,0.236390003
29.44386503,561,1.744578572,44.18529792,28.11467629,530.0343602,695.8304677,1.86703545,0.259826328,1.0261,0.5288,0,0.717773168,0.04171875,0.026872371,7.29E-05,45.43993752,110,2.088979897,399.3284135,6.458182436,91.56679819,117.5340008,111.3119663,0.018763051,1.01369,0.6894,0,0.169112515,0.0584375,0.004954177,0.006659243,0.180941527
25.1335564,556,2.024537057,47.49793244,27.94237091,468.7211016,544.1585671,2.355276951,0.409646769,1.0261,0.5288,0,0.653980021,0.0390625,0.028988131,7.29E-05,55.72512367,230,1.699499826,399.4518464,3.221016741,72.67887054,84.40500251,101.7753361,0.02238298,1.01369,0.6894,0,0.169698266,0.04875,0.00324707,0.006659243,0.180941527
43.42901027,15,2.024537057,47.49793244,27.94237091,468.7211016,544.1585671,22.96414825,4.635643608,1.0261,0.5288,0,0.155405783,0.0425,0.026987305,7.29E-05,36.03916778,188,1.746847712,391.6780396,2.608791583,77.16187122,100.779875,95.99658025,0.012533029,1.0317,0.8088,0,0.294867289,0.05109375,0.003144531,0.006659243,0.180941527
