0.05641403  0.08990192  0.03894393  0.04095225  0.05241196
0.04631017  0.0571334   0.03080218  0.01623589  0.07399688
0.06726029  0.08705787  0.02881112  0.03433248  0.0170232
0.03629583  0.07225619  0.01310136  0.03122446  0.07097338
0.07113024  0.07529552  0.02515985  0.02960782  0.26901927
0.04569204  0.00460691  0.04805582  0.18049808  0.09388261
0.05580226  0.0736336   0.0257302   0.06504669  0.09740796
0.03297323  0.08781043  0.06878624  0.04815665  0.03555963
0.04639119  0.02057525  0.03277415  0.09584653  0.06057078
0.06500886  0.05684133  0.06774215  0.02430366  0.00137373
0.05176516  0.05943497  0.06566074  0.09208108  0.0250664
0.04445569  0.04524601  0.02870387  0.00195343  0.09394121
0.05726962  0.06836366  0.04592372  0.02594355  0.02481737
0.05409919  0.06641652  0.02617011  0.0192999   0.09914514
0.07038436  0.05746719  0.04917148  0.08610585  0.02442309
0.03405887  0.05217864  0.01886109  0.00781916  0.07258505
0.05680998  0.05256553  0.02012039  0.00872769  0.02325038
0.03133295  0.05666836  0.04715137  0.08598603  0.00986224
0.05538716  0.0548147   0.04988371  0.01609343  0.08324853
0.07067592  0.04450037  0.01908656  0.08177015  0.06711245
0.00257813  0.07969718  0.04384526  0.01387953  0.01084588
0.03404735  0.05730532  0.01414253  0.09141606  0.0593111
0.06972256  0.04619249  0.00543399  0.09012327  0.05550863
0.07465507  0.04637924  0.0249527   0.08976907  0.06851543
0.06978055  0.04026491  0.0281966   0.06747272  0.05664803
0.06941352  0.04008737  0.02369642  0.06694351  0.00050168
0.03789444  0.03891796  0.0018799   0.0658709   0.03389669
0.03135878  0.03556674  0.03007267  0.05698365  0.18983767
0.00423458  0.05915024  0.02562561  0.0962614   0.05709879
0.06463379  0.03302016  0.04985053  0.0603869   0.0827698
0.00887112  0.04362666  0.04365753  0.08725693  0.05788441
0.07927853  0.03995653  0.00124605  0.07027692  0.05364653
0.05692056  0.06940184  0.03482138  0.02946866  0.0816746
0.05450028  0.02443867  0.00588809  0.02823332  0.06725117
0.01456323  0.05621826  0.05274169  0.0823753   0.08227425
0.02227767  0.06041157  0.0188667   0.07042362  0.08196315
0.04252043  0.0486117   0.00706209  0.05683024  0.02775833
0.04655932  0.04022302  0.02261918  0.02659237  0.05233654
0.03103185  0.04567968  0.03892255  0.04572625  0.06624335
0.02433534  0.04016721  0.01814526  0.06825595  0.05930977
0.0216868   0.04339235  0.02531482  0.07844094  0.02965527
0.05111878  0.042849    0.02607975  0.03434373  0.02579834
0.00299728  0.04043072  0.0573974   0.02592776  0.17072063
0.04505605  0.02055426  0.03477051  0.00350659  0.11786423
0.02527119  0.02306125  0.05357564  0.01017652  0.192706
0.00086586  0.00053976  0.01866563  0.18571698  0.2899693
0.04835226  0.00115085  0.04298736  0.083691    0.00168697
0.04948809  0.0913836   0.03609687  0.11018969  0.26117377
0.05655443  0.04680531  0.04615358  0.09210492  0.00361793
0.0528814   0.06723174  0.02726786  0.02306055  0.0901878
0.07641632  0.0475924   0.0377662   0.0521983   0.01314184
0.0713578   0.06556699  0.03387127  0.01612929  0.07481192
0.03567048  0.04152292  0.05511343  0.02978839  0.14928342
0.04994619  0.02935733  0.05886063  0.03154563  0.02859439
0.06972067  0.05215193  0.04831049  0.07575813  0.00753294
0.02643557  0.05880565  0.03037739  0.09122041  0.05417598
0.05044603  0.0275636   0.04598531  0.08502008  0.04431828
0.00701203  0.06807028  0.03550208  0.08464497  0.01620125
0.06034909  0.06786405  0.00095412  0.04810283  0.00757237
0.0678965   0.0399117   0.03720601  0.03688436  0.09012687
0.05175907  0.03812603  0.02300062  0.10568137  0.08882337
0.07671143  0.03462581  0.03452585  0.08138963  0.13432647
0.01678546  0.0004082   0.06745537  0.08888697  0.07776597
0.04156163  0.00437851  0.00513776  0.04049639  0.29799073
0.00465553  0.03215035  0.06654253  0.05475335  0.24839817
0.06296126  0.06159697  0.00394596  0.01721791  0.01302597
0.03780281  0.00460873  0.02991593  0.11190996  0.05157159
0.06233958  0.00534736  0.02095922  0.04063028  0.13987661
0.04496074  0.03666435  0.04186712  0.00557162  0.06067966
0.03136082  0.078705    0.04043109  0.16985313  0.24121109
0.00532343  0.00235601  0.01840242  0.14113188  0.11264945
0.06301049  0.09702362  0.00842616  0.16906143  0.23437284
0.02126108  0.03757629  0.0446437   0.06187377  0.16533212
0.04235801  0.03732632  0.06009501  0.01380534  0.17239263
0.00487511  0.00179127  0.01275657  0.19055194  0.28932567
0.03958313  0.03636806  0.03063473  0.01153499  0.02683932
0.04235863  0.09586801  0.01729943  0.12103678  0.29298144
0.00964412  0.09727927  0.0467968   0.17213841  0.29974251
0.06913075  0.04640733  0.03603243  0.089694    0.19667507
