0.00925361  0.19207377  0.07903484  0.00798031  0.16917985
0.05351428  0.34134276  0.37670856  0.04165246  0.56892058
0.01524656  0.361205    0.00482061  0.01318264  0.50075396
0.00073019  0.34613877  0.00740758  0.03599656  0.14945495
0.42523733  0.16855781  0.34710408  0.03499875  0.14825711
0.27681328  0.07896178  0.08955612  0.05220889  0.19530343
0.31501917  0.47728237  0.02133872  0.01870253  0.51104713
0.02758294  0.00148755  0.00516237  0.05948895  0.09761556
0.07533502  0.21266231  0.12083521  0.09412637  0.3433417
0.09160392  0.35006013  0.03155169  0.00882197  0.14071558
0.0685193   0.34106567  0.05599765  0.44523344  0.58211828
0.09984204  0.1248937   0.0238269   0.40525498  0.51863138
0.28800847  0.35116118  0.08808105  0.43265676  0.57235172
0.37084888  0.15447727  0.26727388  0.42081846  0.52880058
0.18663936  0.0978321   0.3000229   0.37835849  0.48288417
0.02988042  0.34517657  0.10540548  0.47360616  0.53787831
0.09098815  0.3347182   0.35999915  0.46839323  0.47541029
0.12147626  0.08788956  0.04536652  0.35305315  0.54850905
0.0869858   0.3479375   0.02027028  0.44225996  0.10130219
0.2846201   0.3371346   0.10118069  0.37973003  0.55593918
0.29729598  0.18019718  0.38077262  0.38225148  0.54305071
0.00052597  0.09680752  0.35006624  0.39192684  0.47304137
0.07022732  0.33890688  0.00122941  0.49384293  0.59544196
0.01421744  0.23156794  0.03041506  0.46314068  0.54841515
0.00925968  0.33269851  0.11174461  0.41570002  0.5128529
0.06475054  0.33251256  0.27223664  0.39215475  0.55548249
0.08107421  0.33128776  0.18950702  0.42817996  0.58824395
0.04574491  0.32777779  0.02852825  0.40859557  0.55779972
0.41875173  0.13489437  0.19312262  0.39846414  0.49316358
0.04113662  0.07604807  0.02441548  0.01478088  0.23202131
0.00173581  0.22675817  0.02419786  0.45869894  0.53244355
0.01000886  0.2203451   0.29151275  0.41397513  0.41189263
0.26038272  0.19786015  0.07321005  0.40483384  0.52619049
0.08472168  0.03589887  0.01817496  0.051967    0.23355595
0.16871174  0.10789964  0.37130968  0.3489745   0.42328017
0.15398532  0.07002959  0.22723723  0.31152351  0.44341442
0.16798344  0.07016619  0.09438284  0.33904275  0.45066057
0.47776246  0.01864254  0.07893055  0.32000523  0.41844328
0.49559776  0.05215757  0.10394406  0.34495637  0.40593881
0.09538745  0.1015715   0.09488524  0.39291732  0.4820774
0.09734572  0.3359741   0.06574569  0.44328883  0.57313208
0.10700907  0.04637916  0.05238037  0.28945589  0.44714194
0.09177424  0.01991826  0.01789324  0.26826229  0.42803592
0.47713679  0.3120542   0.04297757  0.30096009  0.53716039
0.0585943   0.31467994  0.06480218  0.31897868  0.49550123
0.14851755  0.21036102  0.22823508  0.12203263  0.2879385
0.05570772  0.05857378  0.04247961  0.22171234  0.18828318
0.05416772  0.28150177  0.14762082  0.21023184  0.38439992
0.0699573   0.33954872  0.0149064   0.43270979  0.54380166
0.21894934  0.1845313   0.19975063  0.41376422  0.52135261
0.06758672  0.03532914  0.01518948  0.33961409  0.31551138
0.15962024  0.14910016  0.19708661  0.40462159  0.39561764
0.0868819   0.01659444  0.25636625  0.25385266  0.39263739
0.08489906  0.04080857  0.25245372  0.29684375  0.50456855
0.15031238  0.35551212  0.14474162  0.3571813   0.46072857
0.13707914  0.10630392  0.18140442  0.38764817  0.4362432
0.09604912  0.08623767  0.05126281  0.01584364  0.210936
0.09050681  0.02392625  0.17239513  0.36804881  0.22413127
0.03723514  0.12844708  0.2722718   0.12814405  0.50326112
0.04550418  0.11275101  0.01173967  0.1397844   0.28173599
0.20110661  0.00743642  0.10614576  0.09770022  0.154197
0.00571882  0.0936344   0.00566828  0.31898001  0.13115833
0.05740618  0.05779596  0.08777984  0.23004229  0.15719484
0.07399689  0.16669118  0.04038241  0.03168211  0.15440767
0.05185658  0.36013926  0.09437486  0.05507056  0.57550367
0.13369708  0.46729243  0.02180218  0.01611436  0.29187769
0.05146144  0.05549586  0.03508511  0.02341109  0.40591612
0.08857812  0.06328777  0.07436401  0.21000456  0.54232632
0.48715383  0.3338286   0.38297027  0.07087585  0.42053473
0.07245148  0.11331611  0.02421878  0.24560238  0.36636566
0.06975126  0.29299393  0.08546739  0.26869953  0.52396525
0.24275887  0.28474823  0.15093196  0.02193139  0.26154836
0.29392248  0.33244712  0.15080501  0.40690266  0.37488172
0.05416134  0.06662172  0.01131673  0.25579514  0.45557187
0.13911608  0.20276664  0.22433603  0.11734071  0.32125395
0.08510067  0.0152618   0.00282087  0.30961821  0.32437869
0.01587531  0.2861986   0.23368538  0.26018836  0.47058663
0.16627445  0.30040741  0.18928676  0.06804608  0.20791804
0.07055044  0.33913188  0.06827163  0.43953278  0.11094921
0.087456    0.21367633  0.07796543  0.41892892  0.52329996
0.06819671  0.29038261  0.21407817  0.30408444  0.48735183
0.05918571  0.33351308  0.32468532  0.45740557  0.56342063
0.1166727   0.0741131   0.27978 0.32787537  0.44858623
0.04782684  0.12299337  0.33230221  0.19260272  0.31155322
0.01709428  0.03162663  0.37944723  0.24904001  0.4530186
0.13044795  0.21314479  0.12146533  0.14251393  0.26034595
0.09544646  0.0342945   0.09668696  0.28883883  0.39221157
0.01799176  0.18883727  0.0430255   0.42826577  0.58410848
0.0037431   0.35013251  0.06113851  0.0014082   0.10380486
0.01882075  0.16927919  0.15780833  0.42301523  0.52654672
0.0185238   0.19391896  0.20199813  0.44905375  0.50830661
0.00434297  0.34459317  0.02025533  0.42795123  0.56180869
0.01628072  0.17462436  0.1895487   0.48439154  0.46679524
0.22629927  0.18549787  0.10986874  0.37681959  0.5140881
0.02683371  0.23739436  0.05478913  0.42846975  0.50878539
0.0235674   0.24675824  0.32397667  0.49237367  0.10413842
0.09213642  0.36509738  0.11818844  0.44111288  0.57193772
0.08242519  0.04442312  0.31454424  0.310192    0.38871005
0.03655059  0.16932925  0.14637315  0.41387027  0.52279024
0.01688433  0.34762708  0.05569638  0.45114571  0.1488209
0.00720274  0.13712823  0.02319241  0.40153778  0.54813026
0.01149722  0.34736155  0.36076694  0.47433179  0.1434951
0.21830674  0.15808839  0.09578088  0.40127822  0.52690765
0.01413191  0.23704193  0.0352514   0.44488672  0.58807821
0.04172053  0.1657406   0.22059374  0.00322941  0.5515821
0.00816964  0.33855895  0.10464097  0.45423081  0.58056896
0.02060133  0.02842535  0.08236077  0.28188134  0.10618997
0.02073906  0.29633088  0.05571856  0.06545417  0.45044368
0.00523445  0.10014 0.1366903   0.32617672  0.52833751
0.0945612   0.00481841  0.07570036  0.16640798  0.34812665
0.0911677   0.09639855  0.17409381  0.04503725  0.32969512
0.03352584  0.18605032  0.04815474  0.02038618  0.17465513
0.08757306  0.36969087  0.03812704  0.01149513  0.48691614
0.08934698  0.00887137  0.14603113  0.0502526   0.02894502
0.07135773  0.48412958  0.01616914  0.171613    0.30730087
0.4851173   0.42770245  0.0675631   0.09864481  0.47757818
0.31741609  0.21632882  0.1629391   0.46652784  0.0010337
0.05801652  0.09891932  0.21453476  0.27197629  0.01902019
0.09063472  0.09608726  0.17315898  0.4235929   0.10605473
0.0768191   0.05277697  0.00031938  0.35668827  0.02265075
0.00358011  0.3357302   0.12766157  0.09834698  0.52270775
0.00381945  0.23980933  0.30041485  0.09017351  0.36165734
0.09789347  0.10726622  0.20124358  0.38597517  0.42759373
0.45176027  0.32875634  0.29702695  0.02458434  0.44409563
0.04087979  0.16126245  0.0300401   0.36761002  0.11203035
0.06122592  0.23436623  0.03270594  0.49558625  0.56245315
0.09447196  0.35026357  0.18672901  0.4401039   0.10605421
0.0414214   0.23925478  0.07665589  0.42319926  0.48975891
0.01796534  0.15215311  0.03344391  0.43033277  0.16302806
0.03120226  0.35184936  0.39111704  0.00350763  0.14263293
0.04107983  0.10502479  0.18858457  0.40354918  0.53821566
0.01278122  0.07398263  0.23288488  0.38086544  0.40999201
0.0090851   0.16362849  0.23262654  0.43130211  0.56560063
0.03856013  0.34916178  0.16517284  0.45735345  0.53065787
0.02702359  0.18706697  0.16344894  0.48475423  0.49531342
0.00162289  0.34730176  0.06199123  0.4804281   0.58958721
0.02652883  0.16393409  0.07827 0.43018892  0.57223396
0.39355227  0.10973491  0.10418155  0.36773476  0.49105516
0.03377837  0.34385825  0.01725127  0.42892061  0.12977206
0.12653518  0.06387662  0.30365594  0.33514204  0.40572267
0.00970634  0.34267303  0.348966    0.47011404  0.59419492
0.02197538  0.2265622   0.00557592  0.42633587  0.41998732
0.06925157  0.29089469  0.19214482  0.26108129  0.47792923
0.07233267  0.0129797   0.01121095  0.28440438  0.36329202
0.14363352  0.08241087  0.20648013  0.32041912  0.50337919
0.18896981  0.15461903  0.04575237  0.37290092  0.55228068
0.3015933   0.11138205  0.38194702  0.36476015  0.5079735
0.09932616  0.3319002   0.02626536  0.3966761   0.10706408
0.00389792  0.20965247  0.32039535  0.39123693  0.48568334
0.00385575  0.34321467  0.19473111  0.44112427  0.11435164
0.02003437  0.30941108  0.07014042  0.32735435  0.49296187
0.06065393  0.32034267  0.31352209  0.34988916  0.56868414
0.01203463  0.33835026  0.33107527  0.4391627   0.20704561
0.03489799  0.24805322  0.39336169  0.4542017   0.59144183
0.02789777  0.22385034  0.37291549  0.4144366   0.50213817
0.07491537  0.21159525  0.03018717  0.44676629  0.12289887
0.04834707  0.04448991  0.16869314  0.33933882  0.26542833
0.05246467  0.32951255  0.0498406   0.42662057  0.13383792
0.08318558  0.24139462  0.07025994  0.46006501  0.58910775
0.08689551  0.20762407  0.39715357  0.36480552  0.45144854
0.00619864  0.21794529  0.02446642  0.41622367  0.51034381
0.02433248  0.1707923   0.35897132  0.45362464  0.11737145
0.04961091  0.146792    0.34502962  0.41531317  0.50199731
0.09441579  0.34898027  0.39158608  0.48015809  0.11395337
0.07894335  0.0769587   0.03969772  0.3857413   0.51790054
0.15181203  0.09021407  0.25473981  0.33444239  0.4868402
0.39581766  0.45090148  0.17074856  0.06152898  0.20966076
0.26341713  0.18671225  0.09981707  0.40008766  0.08469747
0.48565796  0.06563831  0.05552671  0.16938959  0.38536662
0.0821543   0.21944677  0.09090872  0.45187158  0.5835289
0.02849676  0.20968993  0.0461577   0.35555628  0.47650909
0.07911208  0.1463199   0.0224977   0.04785311  0.49890695
0.00069154  0.13681182  0.01927395  0.02712481  0.06126355
0.33237583  0.12182483  0.17526153  0.41725338  0.41755972
